customer_id,message,timestamp,category,sentiment,sentiment_label
616395,@KeyBank_Help Yeah yeah but at least PNC and citizens give provisional credit,Thu Nov 02 17:16:05 +0000 2017,General Issue,-0.3,Negative
205289,"@SpotifyCares Its the most up to date. That was my first thought, so i checked and made sure",Mon Oct 09 02:57:18 +0000 2017,General Issue,0.4166666666666667,Positive
514018,@Uber_Support I have over $37 in Uber gift card credit but it’s not applying to my ride even though I’ve clicked the button.,Tue Nov 07 03:28:10 +0000 2017,General Issue,0.0,Neutral
166883,@AppleSupport I need assistance ASAP,Fri Oct 06 19:37:40 +0000 2017,General Issue,0.0,Neutral
803066,"@SouthwestAir I have purchased early bird check in for three separate round trip flights now. Your policy states I will be automatically checked in 36 hours prior, not 24. Yet I have never gotten confirmation of this and still have to check in myself at 24 hour mark.",Tue Nov 28 16:39:07 +0000 2017,General Issue,-0.03333333333333333,Negative
294298,@AskeBay Then when the seller bought my item I thought eBay had glitched and gave me incorrect address details so I sent to the PayPal address,Wed Oct 11 06:55:24 +0000 2017,General Issue,0.0,Neutral
431448,"@AmazonHelp I’ve spoken to someone. In order the get it on time, I have to go to the post office to pick it up... WTF",Fri Oct 27 21:42:56 +0000 2017,General Issue,-0.5,Negative
264599,Please tell me that @O2 for black Friday cyber weekend and pre Christmas are offering o2 refresh for anyone regardless their  contract end date as long as it under  100 to go. Or should I be greeted by a ba humbug.  Come on o2,Mon Nov 20 23:43:36 +0000 2017,General Issue,-0.10833333333333334,Negative
529855,@GreggsOfficial Hey! I have a question as I am having a discussion with someone. Is the meat you sell halal or not? Thank you!,Wed Nov 15 16:10:45 +0000 2017,General Issue,0.0,Neutral
263539,@YahooCare It's not available in classic mode as well.,Sun Dec 03 20:45:16 +0000 2017,General Issue,-0.016666666666666677,Negative
179272,"@Delta I tried to msg you. No one will respond.  The response was ""we are sending a $100 voucher. Call for more help""  End discussion.",Tue Oct 17 22:14:39 +0000 2017,General Issue,0.5,Positive
198762,@Uber_Support Can  I get a telephone number call to talk to someone?,Sun Oct 08 05:44:49 +0000 2017,General Issue,0.0,Neutral
180459,"@AppleSupport #apple @116333 11.0.1 caused a MASSIVE amount of app crashes. Things I’ve used for years. Battery life STILL crap.

💩💩💩💩💩💩💩💩",Fri Oct 06 00:43:27 +0000 2017,General Issue,-0.4,Negative
300031,@AppleSupport 11.2.uodate is still draining the battery . Please sort it out,Sat Oct 07 01:43:02 +0000 2017,General Issue,0.0,Neutral
581808,@VirginTrains ok just wondered how it will work will the current LM times still operate untill Dec 2018 along with your services,Sun Nov 19 20:36:37 +0000 2017,General Issue,0.25,Positive
124667,Today is a #christmas Tuesday for myself and @690008 courtesy of @GreggsOfficial 😋😋 https://t.co/AJ48eeypQc,Tue Nov 14 12:54:17 +0000 2017,General Issue,0.0,Neutral
572876,"@117176 Saya konsumen &amp; pengguna kartu kredit untuk kepraktisan transaksi.  Sdh belasan tahun pakai. Tp u/ fasilitas ready credit, boleh tolak kan?",Fri Oct 27 10:46:48 +0000 2017,General Issue,0.2,Positive
142832,"And of course my Apple Watch had to screw up on Strava again. I don’t know if it was Strava or Apple Watch’s fault but it needs to be fixed. And no it wasn’t user error, I did the same thing I usually do 😂 @6716 @AppleSupport @115858 work this out please 😩",Thu Nov 23 22:49:41 +0000 2017,General Issue,-0.049999999999999996,Negative
759300,@AirAsiaSupport I dont see a credit in my account?,Sun Nov 19 22:15:59 +0000 2017,General Issue,0.0,Neutral
599325,@115900 My service is down and I need assistance. The phone didn't help,Wed Oct 18 21:19:36 +0000 2017,General Issue,-0.15555555555555556,Negative
770985,@116016 I was told my card would be rushed -- there is no tracking number + it still isn't here. I may lose out on a trip. This is not good service. Very disappointed.,Mon Nov 20 19:30:53 +0000 2017,General Issue,-0.6625000000000001,Negative
641015,@AskAmex last week I attempted to purchase sneakers for my daughter for Christmas. They were a limited run. My card was declined. Received a fraud email. That caused me to miss out on the sneakers. The only way to get them now is on EBAY at twice the price. AMEX should fix this,Thu Nov 09 20:02:59 +0000 2017,General Issue,-0.023809523809523808,Negative
449302,@128104 Hey your I isnt a question mark though!,Thu Nov 02 01:24:02 +0000 2017,General Issue,0.0,Neutral
649719,"@SpotifyCares why do my downloaded albums keep being undownloaded? Samsung S7, upto date Android.",Fri Nov 10 08:00:16 +0000 2017,General Issue,0.0,Neutral
277514,Flying @SouthwestAir,Thu Nov 23 00:47:11 +0000 2017,General Issue,0.0,Neutral
119569,@TMobileHelp can you check if my phone is eligible to be unlocked ?,Sun Nov 05 23:25:01 +0000 2017,General Issue,0.0,Neutral
787582,What is the point in @VirginAtlantic airmiles? Have quarter of a million of them and there is always a catch to say i cant use them. Cant upgrade because you bought a certain type ticket. cant use them for a cruise because no flight involved or flights are not virgin owned....,Mon Nov 27 10:36:08 +0000 2017,General Issue,0.21428571428571427,Positive
648824,@AskeBay Here you go. https://t.co/LyBpedklM0,Fri Nov 10 20:03:57 +0000 2017,General Issue,0.0,Neutral
521825,@SpotifyCares  how do I cancel premium in an account I don't have access to,Tue Oct 17 18:53:10 +0000 2017,General Issue,0.0,Neutral
556257,"@107831 recently received my order of an Springfield wallet which is supposed to be the color nutmeg, but actually is way darker and has almost no pattern
Whom should I contact with this issue? I bought it  through Amazon and am based in AT.",Wed Nov 22 06:07:50 +0000 2017,General Issue,0.0,Neutral
694449,"@694448 @694450 @22579 @25150 @443218 @94340 Then someone could create great business by importing devices from other markets. For example, I bought unlocked Nexus5 from my mobile carrier for ~300 EUR.",Tue Nov 14 12:46:47 +0000 2017,General Issue,0.3375,Positive
634261,"@AmazonHelp Si, ya esta resuelto por parte del team de @116875 Por eso les digo que excelente servicio.",Thu Nov 09 04:09:01 +0000 2017,General Issue,0.0,Neutral
161533,"Why @115858 ? Why does my navigation app have the need to do an automatic update mid route?
😒😒😒",Wed Oct 04 15:03:58 +0000 2017,General Issue,0.0,Neutral
288207,@UPSHelp Hi there. Wondering what I should do if my package has been lost?,Thu Nov 23 17:26:55 +0000 2017,General Issue,0.0,Neutral
427411,@sprintcare Dammit! Ok,Fri Oct 27 07:42:37 +0000 2017,General Issue,0.5,Positive
434809,I think @115830 is way behind on deliveries. I've got Prime membership which should get me next day delivery however everything is saying at least Thursday.,Tue Nov 28 16:10:38 +0000 2017,General Issue,-0.2333333333333333,Negative
745756,@hulu_support Trying to watch @76450 on Hulu however it keeps having playback errors Download is 251mps and up is 15mps.  Tested.,Sun Oct 29 01:22:26 +0000 2017,General Issue,0.0,Neutral
604985,@116068 I am getting notice that says no connection - are  you having issues?,Mon Oct 02 09:22:18 +0000 2017,General Issue,0.0,Neutral
193251,#ios11 my recently added won’t update on my #music app. Can someone help me? #bugs @123857 @115948 #Frustrating,Sat Oct 07 14:43:19 +0000 2017,General Issue,-0.2,Negative
543310,"@GoDaddyHelp @152497 ""Inadvertently""? How does that even happen?",Fri Nov 10 16:06:59 +0000 2017,General Issue,0.0,Neutral
125991,@VirginTrains Ok. We're now more than likely going to miss out connection in crewe and there's nearly an hour's wait for the next one. Great.,Mon Oct 30 15:18:37 +0000 2017,General Issue,0.27999999999999997,Positive
444800,"@161424 @AppleSupport Latest iOS update needs to be UPDATED! Slowed both iPad and iphone, battery life, and several apps are now wonky. #AppleSupport help us ALL!",Sat Oct 28 13:45:21 +0000 2017,Delivery Issue,0.08333333333333333,Positive
317227,@AmazonHelp  https://t.co/a01Z2ucGPZ,Fri Oct 13 03:57:46 +0000 2017,General Issue,0.0,Neutral
210204,"@AppleSupport if I bring in an iPod which is less than a year old with a smashed screen, can I get a replacement? Many thanks 🙏",Sun Nov 05 20:24:44 +0000 2017,General Issue,0.15833333333333333,Positive
366435,@GWRHelp is there any way i can get back from reading to newbury tomorrow evening?,Sat Oct 14 18:46:02 +0000 2017,General Issue,0.0,Neutral
347932,"@AlaskaAir Plz help me understand Russell Wilson's relationship w you, yet @203097 fly @Delta #confused",Sun Oct 22 02:08:38 +0000 2017,General Issue,0.2,Positive
115911,"@191604 Derick, we are absolutely doing everything we can to restore service in PR! *TerriL",Sun Oct 15 00:31:06 +0000 2017,General Issue,0.25,Positive
255781,Hi @VirginTrains booked on the 13.55 Manchester Piccadilly to Euston today. Have to get back to London today so advice to travel tomorrow as per Nat rail enquiries no good. What’s your suggestion please?,Sun Dec 03 09:03:24 +0000 2017,General Issue,-0.175,Negative
267983,@BofA_Help After 25 minutes I was able to speak to someone. Thank God I have unlimited call access,Wed Nov 22 18:57:00 +0000 2017,General Issue,0.5,Positive
441680,"@116288 @115873 @Uber_Support 

Do Consider and Fix it immediately https://t.co/nZkM5IpOFo",Sat Oct 28 06:15:46 +0000 2017,General Issue,0.0,Neutral
359863,@marksandspencer this is hardly king prawns is it? https://t.co/kQGGvYglNF,Thu Nov 09 21:04:55 +0000 2017,General Issue,-0.2916666666666667,Negative
320589,@115850 when is your next great festive sale ?,Sat Nov 25 09:35:04 +0000 2017,General Issue,0.4,Positive
464011,"@sprintcare @115714, how to find these magical corporate stores? Anyways, associates have no button to initiate a return of a leased phone.",Sun Nov 05 00:24:00 +0000 2017,General Issue,0.25,Positive
665738,@115911 Can my plan be converted as a gesture of goodwill ? It is unfair for @115911  to hav done what tey did.,Thu Oct 19 19:48:39 +0000 2017,General Issue,-0.5,Negative
191744,@Safaricom_Care kindly refresh my line 0728712650 it's internet is very weak,Sun Oct 08 07:00:32 +0000 2017,General Issue,0.05624999999999997,Positive
303944,"Having insanely bad frame drops on the daily. @115722 claims they're not throttling, but I can't maintain a stream at 100/100 somehow.",Wed Oct 11 23:24:14 +0000 2017,General Issue,-0.3499999999999999,Negative
326080,"@AirbnbHelp Lastima que no estén entendiendo que con fee tan Alto perdemos los superhost y Airbnb...a más alto fee de airbnb, menos huéspedes..simple",Sun Oct 22 15:49:34 +0000 2017,General Issue,0.0,Neutral
446221,@AmericanAir No acknowledgement or response since November 3. Great way for customer service to further antagonize customers.,Mon Nov 06 14:51:01 +0000 2017,General Issue,0.4,Positive
625578,@Uber_Support Filled out your form. And STILL on hold!!!,Wed Nov 08 18:28:44 +0000 2017,General Issue,0.78125,Positive
385228,"#ios11bug @115858 phone was locked, pressed HB, slide up CC to torch on closed CC and then I couldn’t unlock my phone until the torch was off",Sat Oct 14 12:12:14 +0000 2017,General Issue,-0.1,Negative
140109,@127718 do you guys have any Black Friday sales going on?,Thu Nov 23 09:19:54 +0000 2017,General Issue,-0.16666666666666666,Negative
303964,Will the toilets on the class 458s be fixed before they get put on the Reading line? They really are bad - worse than other trains @SW_Help https://t.co/SnkMmxJOTT,Fri Oct 20 15:24:14 +0000 2017,General Issue,-0.18499999999999997,Negative
165950,I love when I see an employee at the @118625 I’m in put his fingers in his mouth in the kitchen and then pull out a cigarette,Wed Oct 04 00:38:11 +0000 2017,General Issue,0.5,Positive
171797,@ChaseSupport Sweet! Thanks for the reply :),Thu Oct 05 15:27:58 +0000 2017,General Issue,0.37916666666666665,Positive
375447,@AmazonHelp @115850 @115851  which calendar does Amazon follows? 20th day from order and I still didn't get my book. https://t.co/B8lpqaqLdy,Sat Oct 28 12:06:34 +0000 2017,General Issue,0.0,Neutral
504865,@LondonMidland I could have told you that!,Mon Nov 20 15:06:59 +0000 2017,General Issue,0.0,Neutral
530124,"@TMobileHelp ETA for November Security patch OTA for Pixel 2 XL?  
https://t.co/7udyEE3AaB",Tue Nov 07 20:12:12 +0000 2017,General Issue,0.0,Neutral
303754,@O2 @348304 So you lied.,Sat Oct 21 21:58:00 +0000 2017,General Issue,0.0,Neutral
579246,"@sainsburys Wow! 14 products ordered, 6 subbed or unavailable £26.50 of missing/incorrect shopping #goodjob #shouldhavegonetotesco",Tue Nov 07 16:08:27 +0000 2017,General Issue,0.125,Positive
438670,@VirginTrains @438669 I got my wife to pick me up at Leyland. Was it an explosion? Some say it was fireworks another a trespasser on the tracks,Tue Oct 31 22:57:09 +0000 2017,General Issue,0.0,Neutral
613850,@115911 But this doesn’t give $300 credit. It just gives the phone credit.,Tue Oct 10 08:52:45 +0000 2017,General Issue,0.0,Neutral
475910,@XboxSupport Just dm'd you 👍,Sat Nov 04 00:10:30 +0000 2017,General Issue,0.0,Neutral
639745,@ChipotleTweets I don’t lie. 😘 https://t.co/JVsWRZZMdb,Fri Nov 10 04:48:03 +0000 2017,General Issue,0.0,Neutral
223368,@VirginTrains purchased a ticket Doncaster to Newark but it isn’t showing in the app,Fri Nov 10 07:56:57 +0000 2017,General Issue,0.0,Neutral
421285,@115830 aren't you meant to deliver parcels before 8PM? Because it's 20:01 and I don't mean to be petty but... where's my firestick? Xx,Thu Oct 26 19:01:15 +0000 2017,General Issue,-0.3125,Negative
258827,@VirginTrains @VirginTrains We are in the 14.56 Bridgend to Paddington. When I booked via your website it didn’t give me reserved seats. All other legs of the journey we had seats allocated. Once getting on the train most seats are reserved and we have struggled to get seats and not together.,Sun Dec 03 16:01:25 +0000 2017,General Issue,0.1875,Positive
446008,"@AirAsiaSupport Hello friends, I sent internal message a few hours ago. I need to know urgently the new schedule of my flight since I do not have information here at the airport. gracais!",Sat Nov 25 21:52:59 +0000 2017,General Issue,-0.009848484848484856,Negative
513475,Annoying to get a text from @115714 w/offer: when you click it have to sign in. Dah you sent the text to my phone#. SIGN IN? @116447,Tue Oct 17 16:50:07 +0000 2017,General Issue,-0.8,Negative
150689,".@115955 nancy in your call center is an absolute star. she got my cable working with no trouble and had the best, most positive attitude while doing so! she’s a wonderful asset to your team and was a joy to work with!",Fri Nov 24 15:47:21 +0000 2017,General Issue,0.4980113636363636,Positive
762604,"なんだかんだprime会員なわけですがミュージックまで聴き放題ならお得かな！ネットショッピングはだいたいamazonだし。
中村悠一もいたので…🤦‍♀️💭 https://t.co/kA9G8KOp3h",Mon Nov 20 06:43:28 +0000 2017,General Issue,0.0,Neutral
231173,I’m absolutely sick of updates ruining my battery on my iPhone. Jumps from 50/30 and then like fucking 15% absolute JOKE @115858 @AppleSupport,Fri Dec 01 13:27:28 +0000 2017,General Issue,-0.37142857142857144,Negative
130663,@GWRHelp Ha terrible reply Lewis I wasn’t complaining about the time of my train the fact it was delayed terribly again was my problem. And sorry but I can’t duck out early from my job to get the earlier train. If only it was that easy,Wed Nov 29 20:14:21 +0000 2017,Delivery Issue,-0.28095238095238095,Negative
448149,"@AmericanAir Please review your notes and call me, you have all my info... as of today’s experience NOTHING has changed",Thu Nov 02 00:51:24 +0000 2017,General Issue,0.0,Neutral
364623,"@GWRHelp @50949 Well there’s a film crew on board, so I’m sure you’ll get the full details",Mon Oct 16 06:13:36 +0000 2017,General Issue,0.425,Positive
169391,I was just happy it made it on the flight. I told flight attendants what happened to me today and she was confused but happy,Thu Oct 19 14:04:29 +0000 2017,General Issue,0.4000000000000001,Positive
647266,@XboxSupport How will I know if the consoles built in surge protector is no longer working?,Fri Nov 10 05:51:52 +0000 2017,General Issue,0.0,Neutral
278758,"Hey @115888 It would be great if the user could undo the 'thumbs up""/""thumbs down"" choice on a Radio Station item. https://t.co/WCVbj9mFle",Thu Nov 23 01:19:48 +0000 2017,General Issue,0.32222222222222224,Positive
542069,"@HPSupport I purchased HP Stream 11.6 Inch Intel Celeron 2GB 32GB, I need to do a hard reset but I need to purchase a windows USB",Thu Oct 12 21:36:31 +0000 2017,General Issue,-0.2916666666666667,Negative
383714,@Safaricom_Care @Safaricom_Care its now kindly call,Sun Nov 05 17:09:54 +0000 2017,General Issue,0.6,Positive
452999,"@AppleSupport is there a way to get rid of this ""I"" auto correct thing? really annoying",Thu Nov 02 19:53:47 +0000 2017,General Issue,-0.8,Negative
513256,"Hello @AppleSupport I have an issue  with that, for 3 months (with iOS 11). Few times per weeks. Any solution? Thank you. https://t.co/EEBFK8T3bF",Mon Nov 06 18:20:02 +0000 2017,General Issue,-0.2,Negative
650431,"@AmericanAir  you are the worst airline I've ever dealt with, your customer service is horrible and you deserve nothing but bad reviews.",Fri Nov 10 10:57:13 +0000 2017,General Issue,-0.8999999999999999,Negative
195534,@VerizonSupport Residential,Sat Oct 07 19:56:58 +0000 2017,General Issue,0.0,Neutral
817516,"@AmazonHelp Missed the mark, missed my house as the order wasn’t delivered. Spent 2 hours with customer services tonight and was lied to",Wed Nov 29 21:40:07 +0000 2017,General Issue,-0.1,Negative
138028,There’s a bold new way to get your mobile devices and plans. See how much you could save with MaaS. https://t.co/i7jYPC487n,Mon Oct 16 17:08:46 +0000 2017,General Issue,0.22323232323232323,Positive
715235,@AskPlayStation can you fix your billing system,Wed Nov 15 21:59:01 +0000 2017,General Issue,0.0,Neutral
645021,@AppleSupport My phone literally freezes all the time,Thu Nov 09 23:54:37 +0000 2017,General Issue,0.0,Neutral
475881,@British_Airways Can you provide contact details for submitting a complaint. My partner and I submitted a form from your website but no acknowledgement.,Tue Nov 07 10:54:06 +0000 2017,General Issue,-0.3,Negative
250207,@VirginTrains and if u listen to ur staff and treat them fairly it will all work ok great and be resolved 👍,Sat Nov 25 10:26:47 +0000 2017,General Issue,0.6666666666666666,Positive
389100,@AmericanAir Oh ok then. It’s such a relief to know I’m not the only one.Well let me finish my travel safe then I’ll call you to discuss our relationship,Sun Oct 15 15:38:16 +0000 2017,General Issue,0.25,Positive
165208,"@airtel_care @165210 @122461 Without doubt, your data services get so annoying and epileptic, I'm in ile Ife Osun state now and ain't getting the best, I blv in u still",Mon Oct 02 11:21:18 +0000 2017,General Issue,0.09999999999999998,Positive
242904,@LondonMidland Or ticket office staff at Euston who on two occasions have refused to help when the ticket machine broke. I complained about that-no reply,Sat Oct 14 12:00:19 +0000 2017,General Issue,-0.3,Negative
486910,@ATVIAssist headquarters doesn't work. First nothing responded. Couldn't get orders or open crates Now npcs respond but there are no players,Sat Nov 04 00:00:27 +0000 2017,General Issue,0.125,Positive
422962,I’ve wasted my entire day away waiting for UPS. I’m so annoyed,Thu Oct 26 21:33:43 +0000 2017,General Issue,-0.20000000000000004,Negative
602188,@116245 you’ve mugged me off with your bullshit small print 3 times now,Mon Nov 06 18:41:41 +0000 2017,General Issue,-0.25,Negative
756710,Yo @115873 stop allowing your fucking drivers to cancel after making me wait 10 mins and then thinking it's cool and charging a surprise $12 charge to my account for literally nothing,Sun Nov 19 16:29:44 +0000 2017,General Issue,-0.125,Negative
469980,@comcastcares Again...please help! Never heard back...this happens A LOT. https://t.co/GKezYal091,Mon Oct 16 23:30:50 +0000 2017,General Issue,0.0,Neutral
640184,It’s BS that @115873 charges a fee for cancelling but their drivers will cancel with you whenever they please.,Thu Nov 09 17:43:01 +0000 2017,General Issue,0.0,Neutral
165587,"@AdobeCare apparently creative cloud desktop app corrupted, not sure how that happened, but reinstalled and restarted, seems to be working",Wed Oct 04 18:57:51 +0000 2017,General Issue,0.125,Positive
334472,"That moment when you're waiting outside for your @115873 and the driver drives past you and hits cancel. 

I'm not here for the foolery today",Fri Nov 10 17:56:10 +0000 2017,General Issue,-0.125,Negative
198824,"@AmazonHelp Thanks for the prompt response. If only the service was equally prompt and good, we wouldn't need twitter to show our love!",Sun Oct 08 10:41:40 +0000 2017,General Issue,0.305,Positive
354674,@119625 when are you adding suits season 7? @116618,Sat Oct 14 11:21:55 +0000 2017,General Issue,0.0,Neutral
122450,@idea_cares Have already done that. 24 hours and it's still not working,Wed Nov 01 14:19:53 +0000 2017,Technical Issue,0.0,Neutral
604811,McDonald's is bringing back Szechuan sauce on oct 7. 😂🤣😂 Rick and morty,Mon Oct 02 14:47:50 +0000 2017,General Issue,0.0,Neutral
602200,@121548 @HPSupport shocking that 1st &amp; 2nd delivery of brand new #hpspectre laptop both damaged! Cust serv not bothered! #nothappy #sortitout,Mon Nov 06 22:59:47 +0000 2017,Product Issue,-0.2623106060606061,Negative
684243,"@117153 Sorry there has been a temporary error, please try again later. when connecting Facebook account",Tue Nov 14 00:30:24 +0000 2017,Delivery Issue,-0.25,Negative
354376,Did UPS really just drop a package at my house that isn't for me?  @UPSHelp @115817,Wed Oct 11 23:16:01 +0000 2017,General Issue,0.2,Positive
119273,"Just arrived from @122128 back to @278126 thx @SouthwestAir, great seeing my @54538 dealers both new and old",Fri Oct 27 00:10:04 +0000 2017,General Issue,0.2590909090909091,Positive
168902,@AskeBay I got a message my selling was restricted my account showed that I was back in good standings.,Wed Oct 04 20:09:27 +0000 2017,General Issue,0.35,Positive
145933,@VirginTrains It's poor service.....,Thu Nov 09 08:09:34 +0000 2017,General Issue,-0.4,Negative
607403,@pandorasupport when I add variety to a station.  The hybrid  station will not stay deleted.   When (cont) https://t.co/yfp2SMK3Rj,Fri Nov 17 19:23:09 +0000 2017,General Issue,0.0,Neutral
436110,"@sprintcare Can I get a more solid response other than ""may not"" ? Seems like it should be a yes or no to me. Thanks.",Fri Oct 27 19:25:24 +0000 2017,General Issue,0.14375,Positive
600104,"@Ask_WellsFargo I called back and left a complaint, and in theory someone will call me back next week.",Sun Nov 12 06:01:31 +0000 2017,General Issue,-0.06,Negative
322667,"@116136 During tonight’s live episode of SNL, my TV has gone out 10 times. W. T. F.",Sun Nov 12 05:56:43 +0000 2017,General Issue,0.13636363636363635,Positive
277475,"Yo @ChipotleTweets Glen Mills location forgets the vinegarette every time. It's not the end of all life on earth or anything, but dang it! The dressing makes the salad!",Thu Nov 23 00:40:00 +0000 2017,General Issue,0.0,Neutral
221293,"@AmazonHelp Todo venía junto en el mismo paquete así que asumo que lo gestiona Amazon. En el primero, el cual se perdió, primero me dijeron que llegaría 3 días después y cuando no llegó y pregunte me dijeron que se había extraviado",Wed Nov 29 21:38:12 +0000 2017,General Issue,0.0,Neutral
266948,"@AmazonHelp いやですね、返品完了って出てるのですがカード履歴を昨日見たところ返金されたらしき痕跡が見られなかったので。
で、今回は返品完了のメールが来てから4日経ってるのでさすがに？ という訳です",Tue Oct 17 03:55:34 +0000 2017,General Issue,0.0,Neutral
630575,@115765 I recently picked up call of duty world war 2 and did not receive my permanent unlock token and double xp can you help please?,Sun Nov 05 21:23:01 +0000 2017,General Issue,0.0,Neutral
817671,@Uber_Support Where should I send my info? Here on twitter or Facebook or website?,Wed Nov 29 21:32:41 +0000 2017,General Issue,0.0,Neutral
747910,@TMobileHelp Check ya DM's!,Sun Oct 08 19:57:44 +0000 2017,General Issue,0.0,Neutral
116535,@DropboxSupport having trouble redeeming dropbox plus annual subscription I bought from Dell. Help?,Sat Oct 28 19:30:19 +0000 2017,General Issue,0.15,Positive
238047,"Hey @115888, I just got a notification when I opened up the app that said something about ""one time"" and ""$99"" but now I cant get it to pop back up? Is there any way I can see what the message said?",Fri Dec 01 21:58:52 +0000 2017,General Issue,0.0,Neutral
530176,@hulu_support  none of the shows are playing back.,Sun Nov 05 22:51:17 +0000 2017,General Issue,0.0,Neutral
632383,"@115802 If I purcase 60kg luggage, can I bring 3 bags if they're not over the dimentions and total weight? https://t.co/0cZ7RM2X42",Thu Oct 19 06:56:43 +0000 2017,General Issue,0.0,Neutral
384407,@Safaricom_Care I need to know when the reversal of a transaction I did yesterday will be completed.    LJN3TNWH39,Tue Oct 24 05:55:11 +0000 2017,General Issue,0.0,Neutral
